SAMPLE_ID,PROJECT,Library Source,Instrument Platform,Instrument Model,Library Layout,Library Strategy,,host,Reference (PMID),comment,
SRR23580662,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580584,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23893269,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580585,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23893270,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580586,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23893276,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580588,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23893280,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580593,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR24326323,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580594,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR24403210,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580596,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580597,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580599,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580600,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580604,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580605,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580610,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580611,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580612,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580619,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580620,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580622,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580654,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580657,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580658,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580659,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580660,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580663,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23893271,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23893273,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23893275,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23893277,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23893279,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR24326324,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR24403205,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR24403206,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR24403207,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR24403209,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21864632,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21864644,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21864646,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21966107,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR20822100,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR20822101,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21143273,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21143274,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21143282,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21143286,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21143291,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21426171,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21426174,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21426176,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21426178,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21426184,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21426187,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21426189,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21426195,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21426196,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21459596,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21459597,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21459598,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21528256,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21528258,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21528262,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21528265,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21528266,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21528271,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21528273,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21528275,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719649,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719653,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719654,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719657,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719658,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719660,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719663,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719664,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719668,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719670,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719672,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719676,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719677,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719679,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719682,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719684,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719685,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719687,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719689,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719690,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719694,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719696,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719697,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719699,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21719704,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789821,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789822,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789823,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789824,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789825,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789828,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789834,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789837,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789838,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789839,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789840,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789841,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789842,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21789845,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21864642,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21864648,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21864651,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21966112,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21966115,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21966119,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21966127,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR21966131,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22043990,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22043991,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22043993,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22043994,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22043997,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22044001,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22044002,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22044003,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22044007,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22116980,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22116981,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22116983,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22116985,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22116986,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22116992,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22116993,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22116997,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22116998,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22116999,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22117000,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22117001,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398827,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398828,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398833,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398835,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398838,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398839,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398840,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398841,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398846,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398850,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398859,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398861,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398862,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398868,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398872,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398874,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398875,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22398876,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22459667,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22459675,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22459678,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22459683,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR22459685,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23238050,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23238054,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23238058,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23238061,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23238063,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23238067,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23238069,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23238070,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23238078,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23238079,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580566,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580572,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580580,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580581,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580589,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580590,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580591,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580592,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580603,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580606,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580607,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580608,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580613,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580614,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580615,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580616,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580617,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580618,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580656,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
SRR23580661,PRJNA864832,TRANSCRIPTOMIC,ILLUMINA,Illumina MiSeq,PAIRED,AMPLICON,,human+MPXV,-,,
